Season,Name,Tm,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+,playerId
2021,"Albert Pujols","2 Tms",150,0.04,0.16,0.25,0.17985612,0.23333333,0.26618705,0.49952038,0.08633093,0.1875,6.489150036778039,-11.675311441812926,0.2203526764908093,35.99123958202288,1177
2021,"Miguel Cabrera","DET",376,0.06648936,0.22606383,0.29411765,0.25147929,0.30585106,0.3964497,0.70230076,0.14497041,0.29317269,41.92585583854084,-3.606394267793843,0.302833839141308,90.62032537930817,1744
2021,"David Peralta","ARI",446,0.09192825,0.17040359,0.53947368,0.25685786,0.32735426,0.39900249,0.72635675,0.14214463,0.3,53.7362687608815,-0.2727300354622989,0.3136873674446519,92.9794949115088,2136
2021,"Carlos Santana","KCR",469,0.15138593,0.17270789,0.87654321,0.18367347,0.30916844,0.32653061,0.63569905,0.14285714,0.19,45.59970088013892,-11.19451534292217,0.2855776073590591,77.22286594244898,2396
2021,"Nelson Cruz","2 Tms",390,0.09230769,0.22307692,0.4137931,0.23976608,0.31443299,0.47660819,0.79104118,0.23684211,0.25104603,52.81885125040214,5.591251406065633,0.33154165868957836,112.54308481914549,2434
2021,"Tommy Pham","SDP",407,0.12285012,0.22604423,0.54347826,0.23931624,0.33660934,0.3988604,0.73546974,0.15954416,0.29083665,52.00821471651568,2.7219759046055225,0.3225096986979173,104.28996737368266,2967
2021,"Mitch Moreland","OAK",208,0.06730769,0.21153846,0.31818182,0.24210526,0.29807692,0.43157895,0.72965587,0.18947369,0.27142857,24.772941881927803,-0.41511136838500257,0.31201434106780934,100.888591035217,3086
2021,"Anthony Rizzo","2 Tms",405,0.10123457,0.17283951,0.58571429,0.21449275,0.32098765,0.4115942,0.73258185,0.19710145,0.22348485,50.10760187838617,1.0635558861905638,0.31761487749019274,98.05479073461369,3473
2021,"Eric Hosmer","SDP",407,0.10565111,0.17690418,0.59722222,0.27222222,0.35380835,0.4,0.75380835,0.12777778,0.31785714,54.58040826483395,5.294169452923801,0.33014814809516624,109.25272927046548,3516
2021,"Michael Brantley","HOU",328,0.07621951,0.08841463,0.86206897,0.36333333,0.41768293,0.50666667,0.9243496,0.14333334,0.38867925,62.56170069026581,22.842078257080235,0.39859653230107156,157.98533334829227,4106
2021,"Ryan Zimmerman","WSN",157,0.07006369,0.26751592,0.26190476,0.20689655,0.2611465,0.3862069,0.6473534,0.17931035,0.2371134,14.313280424633065,-4.698855922958811,0.2782531255369733,70.26793719370971,4220
2021,"Joey Votto","CIN",367,0.15803815,0.21798365,0.725,0.28947368,0.40326975,0.64473684,1.04800659,0.35526316,0.29081633,79.47734148989919,35.03495907227996,0.4298067139126257,165.37508178745267,4314
2021,"Jed Lowrie","OAK",332,0.09939759,0.21084337,0.47142857,0.23728814,0.31626506,0.41694915,0.73321421,0.17966101,0.27314815,40.77781187995757,0.5738038073428957,0.31651536953773385,103.92926369050778,4418
2021,"Starlin Castro","WSN",257,0.08171206,0.16342412,0.5,0.25862069,0.31640625,0.35775862,0.67416487,0.09913793,0.3,26.833674337137474,-4.2881029961817125,0.29426006686453726,80.66777548197325,4579
2021,"Mike Moustakas","CIN",164,0.07926829,0.21341463,0.37142857,0.23648649,0.29878049,0.43243243,0.73121292,0.19594594,0.26605505,19.585559146522055,-0.2742520700707326,0.3124052856753512,89.09843133354346,4892
2021,"Jason Heyward","CHC",279,0.07885305,0.18996416,0.41509434,0.20784314,0.27598566,0.35294118,0.62892684,0.14509804,0.23589744,24.461413803667774,-9.324484546511423,0.2740324761370103,68.0322969073168,4940
2021,"Giancarlo Stanton","NYY",408,0.09558824,0.28186275,0.33913043,0.27322404,0.34068627,0.52185792,0.86254419,0.24863388,0.32751092,66.16743916279978,16.760103941032348,0.3640756816477389,132.92195126658248,4949
2021,"Asdrubal Cabrera","2 Tms",229,0.10480349,0.24017467,0.43636364,0.215,0.30131004,0.35,0.65131004,0.135,0.26573427,22.625488345792267,-5.105589511523271,0.2874797025622239,75.79243967011212,4962
2021,"Stephen Vogt","2 Tms",190,0.10526316,0.22105263,0.47619048,0.17159763,0.25789474,0.31952663,0.57742137,0.147929,0.18852459,13.047351287200737,-9.960966585681152,0.25111787845479683,52.16257754342604,5000
2021,"Josh Donaldson","MIN",376,0.13031915,0.19414894,0.67123288,0.24290221,0.34308511,0.43217666,0.77526177,0.18927445,0.26890756,51.6852532735784,6.153003167243717,0.334205039024353,111.9444993676071,5038
